Airline,Flight_Type,Source,Destination,Stops,Journey_Date,Day_of_Week,Month,Departure_Time,Arrival_Time,Duration_Hours,Ticket_Class,Booking_Days_Before,Baggage_Allowance_Kg,Meal_Included,Fuel_Price_Impact,Peak_Season,Flight_Price_INR
Vistara,International,Kolkata,Bangalore,0,2024-01-15,Wednesday,January,Late Night,Morning,2,Business,288,15,No,1.1175495872580792,No,17137
IndiGo,Domestic,Mumbai,London,0,2024-01-15,Wednesday,January,Early Morning,Afternoon,8,Economy,330,25,Yes,1.0442643658338577,Yes,101712
Vistara,International,Mumbai,Bangalore,0,2024-01-15,Wednesday,January,Afternoon,Evening,1,First Class,31,20,No,0.8433371924520234,No,13375
IndiGo,Domestic,Kolkata,Chennai,2,2024-01-16,Tuesday,January,Afternoon,Late Night,3,First Class,144,20,No,1.0702272219993314,Yes,14689
Qatar Airways,International,Delhi,Chennai,2,2024-01-16,Thursday,January,Early Morning,Night,2,Business,310,30,No,1.0907080507095155,Yes,12478
Qatar Airways,International,Bangalore,Dubai,2,2024-01-16,Thursday,January,Night,Evening,3,Business,174,30,No,0.8972694860535906,No,28329
Vistara,International,Mumbai,New York,0,2024-01-16,Thursday,January,Early Morning,Late Night,17,First Class,35,15,Yes,0.8977273924918246,No,168266
Air India,International,Delhi,Hyderabad,2,2024-01-16,Thursday,January,Afternoon,Late Night,3,Business,83,20,No,1.179119052810858,No,8349
GoAir,Domestic,Hyderabad,Kolkata,2,2024-01-16,Thursday,January,Afternoon,Late Night,2,First Class,281,25,No,0.9657822312308938,No,8023
Lufthansa,International,Mumbai,New York,2,2024-01-16,Thursday,January,Late Night,Morning,16,First Class,330,30,Yes,0.810481223336929,No,199183
Qatar Airways,Domestic,Kolkata,Hyderabad,1,2024-01-16,Thursday,January,Evening,Evening,3,First Class,239,20,No,1.119372622393603,No,19338
SpiceJet,International,Kolkata,Bangalore,2,2024-01-16,Thursday,January,Early Morning,Evening,2,Business,330,30,No,0.9819010136816141,No,9722
Lufthansa,Domestic,Hyderabad,Kolkata,2,2024-01-16,Thursday,January,Afternoon,Night,2,Economy,39,25,No,1.1428500318184271,Yes,12784
IndiGo,International,New York,Mumbai,0,2024-01-16,Tuesday,January,Morning,Night,15,Economy,253,20,Yes,0.9793323865024463,Yes,140845
Qatar Airways,Domestic,Delhi,Mumbai,2,2024-01-16,Thursday,January,Evening,Afternoon,3,Economy,134,25,No,1.164411100232188,No,8472
IndiGo,Domestic,Delhi,Mumbai,1,2024-01-16,Thursday,January,Night,Evening,2,Economy,205,15,No,1.1623400939995738,No,9060
Lufthansa,Domestic,Bangalore,Chennai,0,2024-01-16,Thursday,January,Late Night,Afternoon,1,Economy,268,15,No,1.1284070686486225,No,3342
SpiceJet,Domestic,Hyderabad,Delhi,2,2024-01-16,Thursday,January,Evening,Evening,3,Economy,171,15,No,1.114240572854274,Yes,13523
Air India,International,Chennai,Delhi,0,2024-01-16,Thursday,January,Late Night,Evening,3,Economy,100,25,Yes,0.9768424567004849,Yes,9130
GoAir,International,Bangalore,Mumbai,2,2024-01-16,Tuesday,January,Evening,Morning,2,Economy,314,25,No,0.8615378958124954,Yes,8330
Emirates,International,Dubai,Delhi,1,2024-01-16,Tuesday,January,Early Morning,Late Night,3,First Class,289,30,Yes,0.9663840253998878,Yes,73523
Lufthansa,International,New York,Delhi,0,2024-01-16,Tuesday,January,Afternoon,Morning,16,First Class,43,20,Yes,0.8957118527923439,No,184059
IndiGo,Domestic,Chennai,Bangalore,1,2024-01-16,Tuesday,January,Afternoon,Afternoon,1,Economy,330,25,No,1.0735075839530226,Yes,7956
Air India,Domestic,Chennai,Kolkata,0,2024-01-16,Tuesday,January,Early Morning,Night,2,Economy,330,30,No,0.8238607463334154,No,6571
SpiceJet,Domestic,New York,Mumbai,1,2024-01-16,Tuesday,January,Evening,Late Night,17,First Class,107,15,Yes,1.1270206958873745,Yes,346704
Emirates,Domestic,Chennai,Bangalore,1,2024-01-16,Tuesday,January,Morning,Morning,1,Business,168,15,No,0.915398152122932,No,7343
Air India,International,Kolkata,Chennai,0,2024-01-16,Tuesday,January,Night,Early Morning,3,Business,85,25,Yes,1.0702614303524527,No,10099
Air India,Domestic,Mumbai,New York,2,2024-01-16,Thursday,January,Afternoon,Afternoon,15,Business,5,15,Yes,0.915916277955621,Yes,241254
Emirates,International,Bangalore,Mumbai,1,2024-01-16,Thursday,January,Morning,Early Morning,1,First Class,318,20,No,1.1512132897195189,Yes,15678
SpiceJet,International,London,Mumbai,1,2024-01-16,Tuesday,January,Night,Late Night,9,Economy,298,15,Yes,0.8426767262390767,Yes,67421
Air India,International,Chennai,Kolkata,0,2024-01-17,Friday,January,Night,Morning,2,Business,124,30,No,0.8495067355696762,No,6501
GoAir,International,Chennai,Bangalore,2,2024-01-17,Friday,January,Night,Evening,1,Business,330,30,No,0.92504526494428,Yes,4578
Air India,International,Kolkata,Bangalore,2,2024-01-17,Friday,January,Afternoon,Night,3,First Class,173,30,No,0.8047411550086427,Yes,10428
Emirates,Domestic,Mumbai,Kolkata,0,2024-01-17,Friday,January,Early Morning,Early Morning,3,First Class,206,15,No,1.1291854230538296,No,24191
Vistara,Domestic,Dubai,Bangalore,2,2024-01-17,Friday,January,Late Night,Afternoon,4,Business,304,25,Yes,1.0938910749435327,Yes,28692
Qatar Airways,International,Delhi,Dubai,0,2024-01-17,Friday,January,Late Night,Night,4,Economy,216,30,Yes,0.9940180148665702,No,17185
Vistara,International,Bangalore,Hyderabad,2,2024-01-17,Friday,January,Early Morning,Night,2,Economy,15,15,No,0.9690889148958962,No,4702
Emirates,Domestic,London,Mumbai,2,2024-01-17,Friday,January,Late Night,Morning,9,Economy,278,30,Yes,0.9753443109430076,No,55230
SpiceJet,Domestic,Delhi,Dubai,2,2024-01-17,Friday,January,Evening,Afternoon,3,Economy,132,20,Yes,1.1407841598384671,Yes,41241
SpiceJet,International,Chennai,Kolkata,1,2024-01-17,Friday,January,Afternoon,Late Night,3,Business,31,15,Yes,1.041164213029336,Yes,12630
Qatar Airways,Domestic,Chennai,Kolkata,2,2024-01-17,Friday,January,Night,Night,2,Business,13,30,No,1.0381747460788344,Yes,16778
IndiGo,International,Hyderabad,Kolkata,0,2024-01-17,Friday,January,Late Night,Afternoon,2,First Class,150,15,No,0.8988735294826388,Yes,15768
Emirates,Domestic,Mumbai,London,2,2024-01-17,Wednesday,January,Evening,Early Morning,9,Economy,80,30,Yes,1.1440728748842774,No,52461
SpiceJet,International,Dubai,Mumbai,2,2024-01-17,Wednesday,January,Night,Night,3,Economy,324,20,No,1.157930788856797,No,16332
Lufthansa,International,New York,Mumbai,2,2024-01-17,Wednesday,January,Late Night,Morning,16,Economy,58,30,Yes,1.002142529690505,Yes,145088
IndiGo,International,Mumbai,London,0,2024-01-17,Wednesday,January,Night,Morning,8,Economy,64,15,Yes,0.9405029702649156,Yes,59105
Emirates,Domestic,Kolkata,Hyderabad,2,2024-01-17,Wednesday,January,Early Morning,Afternoon,3,First Class,239,30,Yes,1.0830647453458173,No,9251
SpiceJet,International,Mumbai,Bangalore,1,2024-01-17,Wednesday,January,Afternoon,Late Night,1,First Class,28,15,No,1.023859455435438,No,13406
Lufthansa,Domestic,Bangalore,Chennai,2,2024-01-17,Wednesday,January,Morning,Night,0,Business,326,15,No,1.0276270094419224,Yes,8670
Vistara,Domestic,Delhi,London,2,2024-01-17,Wednesday,January,Morning,Evening,8,Economy,147,25,Yes,1.02352660624223,No,79597
IndiGo,International,New York,Mumbai,1,2024-01-17,Wednesday,January,Afternoon,Afternoon,16,Economy,69,20,Yes,1.1424786418198671,No,89935
Qatar Airways,Domestic,Hyderabad,Kolkata,1,2024-01-17,Wednesday,January,Evening,Morning,2,Business,324,20,No,1.0544902638803983,No,6371
Vistara,International,Dubai,Mumbai,2,2024-01-17,Wednesday,January,Morning,Afternoon,4,First Class,16,15,No,1.1919381731050305,Yes,61255
GoAir,Domestic,Chennai,Delhi,2,2024-01-17,Wednesday,January,Night,Night,3,First Class,21,15,Yes,0.8873266492932265,No,12124
Lufthansa,International,Kolkata,Chennai,2,2024-01-17,Wednesday,January,Evening,Early Morning,2,First Class,257,30,No,1.0137662890846433,Yes,11265
IndiGo,Domestic,Delhi,Kolkata,0,2024-01-17,Friday,January,Morning,Morning,2,Economy,190,15,No,0.9570961518241308,Yes,6336
IndiGo,Domestic,London,Mumbai,0,2024-01-18,Thursday,January,Early Morning,Afternoon,9,First Class,9,20,Yes,1.0237173896655574,No,124002
Vistara,International,Hyderabad,Mumbai,2,2024-01-18,Saturday,January,Early Morning,Evening,1,Business,163,15,Yes,0.8018460682107326,No,4067
Emirates,International,Chennai,Delhi,0,2024-01-18,Thursday,January,Afternoon,Afternoon,2,Business,267,25,No,0.8168101874942872,Yes,9773
Air India,International,Bangalore,Dubai,1,2024-01-18,Thursday,January,Early Morning,Morning,4,Business,23,30,Yes,1.0354622952680106,Yes,36970
Lufthansa,Domestic,Bangalore,Kolkata,1,2024-01-18,Thursday,January,Morning,Late Night,2,Economy,25,15,No,0.9258779101760075,No,6611
Emirates,Domestic,Kolkata,Chennai,0,2024-01-18,Thursday,January,Morning,Morning,2,Economy,272,15,No,1.0081203004331802,No,4690
SpiceJet,International,Kolkata,Delhi,2,2024-01-18,Thursday,January,Evening,Afternoon,3,First Class,4,15,Yes,1.1846760453311567,Yes,20775
IndiGo,International,Chennai,Hyderabad,1,2024-01-18,Thursday,January,Night,Afternoon,1,Economy,199,15,No,0.9153752483926053,Yes,9172
IndiGo,Domestic,Hyderabad,Chennai,2,2024-01-18,Thursday,January,Early Morning,Afternoon,1,Economy,28,30,No,1.1775697727160077,No,3338
Air India,Domestic,Dubai,Bangalore,1,2024-01-18,Thursday,January,Afternoon,Night,4,Economy,327,15,No,0.803886625663535,Yes,23546
IndiGo,Domestic,Hyderabad,Kolkata,2,2024-01-18,Thursday,January,Night,Morning,3,Economy,62,25,Yes,0.9942290362506819,No,5114
Emirates,International,Hyderabad,Delhi,1,2024-01-18,Thursday,January,Late Night,Early Morning,2,First Class,3,30,No,0.9786569671392562,No,14278
Lufthansa,International,Delhi,Mumbai,1,2024-01-18,Thursday,January,Night,Morning,3,Economy,3,20,No,1.040277130536572,No,9245
GoAir,Domestic,Delhi,London,1,2024-01-18,Thursday,January,Afternoon,Night,8,First Class,131,30,Yes,0.9116263597137385,Yes,161369
IndiGo,Domestic,Kolkata,Delhi,0,2024-01-18,Thursday,January,Early Morning,Evening,2,Business,39,20,No,1.0802212013480776,No,9718
SpiceJet,Domestic,London,Mumbai,0,2024-01-18,Saturday,January,Evening,Early Morning,9,First Class,330,15,Yes,0.8096793673376488,Yes,112668
IndiGo,International,Bangalore,Kolkata,2,2024-01-18,Saturday,January,Afternoon,Late Night,3,Business,121,15,No,1.0986363812518776,Yes,16043
SpiceJet,Domestic,Mumbai,Delhi,0,2024-01-18,Saturday,January,Evening,Afternoon,2,Business,330,25,No,1.1374105678797528,Yes,19236
IndiGo,International,Mumbai,Delhi,0,2024-01-18,Saturday,January,Late Night,Late Night,2,Business,150,25,No,0.8423916545744872,Yes,12599
Lufthansa,Domestic,Mumbai,Bangalore,2,2024-01-18,Saturday,January,Early Morning,Late Night,1,Business,267,25,Yes,0.8611506137790598,Yes,12253
SpiceJet,International,Kolkata,Hyderabad,1,2024-01-18,Thursday,January,Night,Late Night,2,Business,330,20,No,1.1013282297716487,Yes,13209
Qatar Airways,International,Kolkata,Mumbai,1,2024-01-18,Saturday,January,Night,Night,3,Economy,280,30,No,1.0985922022317862,Yes,8688
Emirates,International,Chennai,Bangalore,2,2024-01-18,Saturday,January,Afternoon,Evening,1,First Class,174,20,No,0.986728502266929,Yes,13194
SpiceJet,Domestic,Delhi,Kolkata,0,2024-01-18,Saturday,January,Early Morning,Morning,2,Economy,35,25,No,1.129321579354694,Yes,7140
Emirates,Domestic,Mumbai,Hyderabad,0,2024-01-18,Saturday,January,Morning,Night,2,First Class,28,25,No,1.0618580810537852,No,6358
Lufthansa,Domestic,Mumbai,London,1,2024-01-18,Saturday,January,Night,Afternoon,9,First Class,329,15,Yes,0.8338166251818202,Yes,153345
Lufthansa,International,Bangalore,Hyderabad,1,2024-01-18,Saturday,January,Afternoon,Afternoon,1,Economy,289,25,No,1.1265080810203494,No,4520
GoAir,Domestic,Hyderabad,Mumbai,1,2024-01-18,Thursday,January,Afternoon,Afternoon,1,Economy,41,30,Yes,0.8769519383118081,No,4524
Vistara,Domestic,Kolkata,Chennai,1,2024-01-18,Saturday,January,Evening,Afternoon,3,Business,69,30,Yes,1.0238710964971436,No,11920
Emirates,International,Delhi,London,1,2024-01-18,Thursday,January,Afternoon,Late Night,8,Economy,215,25,Yes,0.8440751811279449,No,42597
Lufthansa,International,Bangalore,Dubai,0,2024-01-18,Thursday,January,Afternoon,Evening,4,Economy,133,15,No,0.8398341158100813,Yes,20677
SpiceJet,Domestic,Kolkata,Hyderabad,0,2024-01-18,Thursday,January,Late Night,Afternoon,3,Business,330,30,Yes,0.9140920858030773,Yes,13430
Vistara,Domestic,Kolkata,Bangalore,1,2024-01-18,Saturday,January,Afternoon,Early Morning,3,Economy,108,25,No,0.9724439460071466,No,9717
Vistara,International,Mumbai,Hyderabad,0,2024-01-18,Thursday,January,Afternoon,Afternoon,2,First Class,53,15,No,0.9711514772086961,Yes,9049
Vistara,Domestic,Hyderabad,Bangalore,2,2024-01-19,Friday,January,Early Morning,Early Morning,2,Economy,270,15,No,0.9571347918588772,Yes,3593
GoAir,International,Delhi,New York,0,2024-01-19,Friday,January,Morning,Early Morning,14,First Class,280,30,Yes,1.1452653793076182,Yes,366750
Emirates,International,Dubai,Mumbai,0,2024-01-19,Friday,January,Night,Evening,3,Business,324,25,No,1.106575280988092,Yes,37010
Emirates,Domestic,Delhi,New York,0,2024-01-19,Friday,January,Morning,Evening,15,First Class,267,20,Yes,0.918028191661701,Yes,210491
Emirates,International,Mumbai,Chennai,1,2024-01-19,Friday,January,Night,Morning,2,Business,281,15,No,1.0182542087206705,No,11715
GoAir,International,Delhi,New York,1,2024-01-19,Sunday,January,Evening,Early Morning,15,First Class,59,30,Yes,0.9165856761601939,Yes,184079
Vistara,International,Delhi,Mumbai,0,2024-01-19,Friday,January,Early Morning,Morning,3,First Class,27,30,Yes,1.12896574188871,Yes,14388
IndiGo,Domestic,Delhi,Mumbai,2,2024-01-19,Friday,January,Late Night,Late Night,3,First Class,211,25,Yes,1.1472131090033384,No,15062
SpiceJet,International,Mumbai,Delhi,1,2024-01-19,Friday,January,Early Morning,Late Night,3,Business,330,15,Yes,0.8175856328055445,No,5936
GoAir,Domestic,Mumbai,London,0,2024-01-19,Friday,January,Late Night,Early Morning,8,First Class,65,30,Yes,1.0349820571406503,No,146100
Lufthansa,International,Chennai,Delhi,0,2024-01-19,Friday,January,Afternoon,Night,3,First Class,111,30,No,0.8761136929648023,No,13269
Lufthansa,Domestic,Delhi,New York,2,2024-01-19,Friday,January,Evening,Early Morning,16,First Class,262,20,Yes,1.1704853440342784,Yes,406105
IndiGo,International,Delhi,New York,0,2024-01-19,Friday,January,Late Night,Night,15,Business,114,30,Yes,1.0933049298156887,Yes,230785
Lufthansa,Domestic,Mumbai,Delhi,2,2024-01-19,Friday,January,Late Night,Late Night,2,Economy,222,25,No,0.9387692907325391,No,4080
Lufthansa,International,Chennai,Bangalore,1,2024-01-19,Friday,January,Late Night,Early Morning,0,Business,58,25,No,1.0702711594876908,Yes,11117
Vistara,Domestic,Kolkata,Mumbai,2,2024-01-19,Friday,January,Night,Afternoon,3,Business,23,25,Yes,1.023941604715218,Yes,16614
GoAir,Domestic,Delhi,New York,1,2024-01-19,Sunday,January,Late Night,Evening,16,Business,260,25,Yes,0.9491776890999011,No,107174
IndiGo,Domestic,Kolkata,Hyderabad,0,2024-01-19,Sunday,January,Late Night,Early Morning,3,Economy,301,25,Yes,0.9800776007120785,No,5010
Vistara,International,Kolkata,Bangalore,0,2024-01-19,Sunday,January,Early Morning,Evening,2,Business,283,30,No,0.9653111998702215,Yes,13328
SpiceJet,Domestic,Delhi,Bangalore,1,2024-01-19,Sunday,January,Early Morning,Morning,2,First Class,41,15,No,1.0099721255951566,Yes,23614
Lufthansa,Domestic,Delhi,Bangalore,2,2024-01-19,Sunday,January,Late Night,Evening,3,Business,17,30,No,0.8464502968415452,No,10309
Emirates,Domestic,Bangalore,Hyderabad,1,2024-01-19,Sunday,January,Late Night,Morning,1,First Class,85,20,No,1.1319020659846528,Yes,18446
SpiceJet,Domestic,Chennai,Kolkata,0,2024-01-19,Sunday,January,Evening,Late Night,2,Economy,212,30,No,1.034038983143771,Yes,5987
Qatar Airways,Domestic,Mumbai,Chennai,1,2024-01-19,Sunday,January,Late Night,Afternoon,2,Business,171,15,No,0.9485435025273476,Yes,14164
Lufthansa,Domestic,Hyderabad,Delhi,0,2024-01-19,Sunday,January,Early Morning,Morning,2,First Class,306,20,No,0.9791308769081813,Yes,16870
Emirates,International,Kolkata,Bangalore,1,2024-01-19,Sunday,January,Late Night,Morning,3,First Class,309,20,No,1.1969775026434457,No,21320
GoAir,Domestic,Kolkata,Mumbai,2,2024-01-20,Saturday,January,Afternoon,Afternoon,2,Business,116,20,No,0.9423540845643298,Yes,18493
IndiGo,International,Chennai,Kolkata,2,2024-01-20,Saturday,January,Late Night,Night,3,First Class,307,25,Yes,1.1752629938844377,No,14178
Lufthansa,Domestic,Delhi,Mumbai,0,2024-01-20,Saturday,January,Morning,Night,3,First Class,250,25,No,1.0199278457587184,No,10760
Qatar Airways,International,Mumbai,Chennai,0,2024-01-20,Saturday,January,Afternoon,Afternoon,1,Economy,48,15,No,0.876327308441001,Yes,4031
Air India,Domestic,Dubai,Delhi,2,2024-01-20,Monday,January,Morning,Night,4,Economy,249,30,No,1.1169518101529576,No,23454
Vistara,International,Mumbai,Dubai,0,2024-01-20,Saturday,January,Evening,Evening,4,Economy,69,15,No,0.8154916429894208,No,22538
Emirates,Domestic,Hyderabad,Bangalore,0,2024-01-20,Saturday,January,Early Morning,Late Night,2,First Class,24,20,No,1.1664997698460964,Yes,13481
SpiceJet,Domestic,Hyderabad,Mumbai,2,2024-01-20,Saturday,January,Night,Night,2,First Class,112,20,No,1.1338603242339513,No,8095
SpiceJet,International,Chennai,Kolkata,0,2024-01-20,Monday,January,Night,Evening,3,First Class,330,15,No,1.0016164189373553,Yes,23773
IndiGo,International,Hyderabad,Mumbai,2,2024-01-20,Monday,January,Afternoon,Evening,1,First Class,316,25,No,1.08850029872564,Yes,14988
Emirates,International,Delhi,London,0,2024-01-20,Monday,January,Late Night,Afternoon,8,Economy,250,15,Yes,0.966783082012502,Yes,100463
SpiceJet,Domestic,Delhi,New York,0,2024-01-20,Monday,January,Afternoon,Afternoon,14,Business,296,30,Yes,1.1091513049085813,Yes,201023
Emirates,International,Delhi,Dubai,2,2024-01-20,Monday,January,Morning,Morning,3,First Class,299,30,No,1.1180906457728963,Yes,41393
Vistara,International,Kolkata,Chennai,0,2024-01-20,Monday,January,Late Night,Night,2,Business,276,25,No,0.9522047582309607,No,7732
IndiGo,International,Bangalore,Dubai,0,2024-01-20,Monday,January,Night,Afternoon,3,Economy,304,25,No,0.8136822306630085,No,22988
Qatar Airways,International,Mumbai,London,2,2024-01-20,Monday,January,Early Morning,Early Morning,9,First Class,115,30,Yes,1.0336833224970163,Yes,119253
IndiGo,Domestic,Delhi,Kolkata,2,2024-01-20,Monday,January,Night,Morning,3,Business,17,15,Yes,0.8335441668767138,No,8049
Emirates,Domestic,New York,Mumbai,1,2024-01-20,Monday,January,Evening,Evening,17,First Class,235,25,Yes,1.1595566977206988,Yes,277344
SpiceJet,Domestic,Bangalore,Chennai,0,2024-01-20,Saturday,January,Afternoon,Afternoon,1,Business,86,20,No,1.1962172134421838,No,7177
GoAir,International,Mumbai,Hyderabad,2,2024-01-20,Saturday,January,Morning,Morning,1,First Class,28,25,No,1.0822428001464328,No,8335
Vistara,International,Mumbai,London,0,2024-01-20,Saturday,January,Early Morning,Late Night,8,First Class,111,15,Yes,0.8661646821117311,No,140124
Vistara,International,Kolkata,Chennai,0,2024-01-20,Saturday,January,Late Night,Early Morning,2,Economy,277,15,No,0.8632712263440275,Yes,6115
Lufthansa,International,Mumbai,Delhi,1,2024-01-20,Saturday,January,Night,Evening,3,Business,30,15,Yes,1.0688291555427067,No,14211
SpiceJet,International,London,Delhi,0,2024-01-20,Saturday,January,Afternoon,Morning,9,First Class,70,30,Yes,0.8512314024450297,No,122132
Lufthansa,International,Delhi,Mumbai,2,2024-01-20,Monday,January,Early Morning,Evening,3,Economy,63,30,No,1.089312276543342,Yes,6111
IndiGo,Domestic,Bangalore,Hyderabad,0,2024-01-20,Saturday,January,Late Night,Morning,1,First Class,186,20,No,0.9965789310267003,No,13770
Lufthansa,Domestic,Dubai,Bangalore,0,2024-01-20,Saturday,January,Morning,Late Night,3,Business,288,15,No,1.0065473679345218,No,27268
SpiceJet,International,New York,Delhi,0,2024-01-21,Sunday,January,Morning,Morning,15,Economy,125,30,Yes,0.9547072886567627,No,118219
Emirates,International,Bangalore,Hyderabad,1,2024-01-21,Tuesday,January,Early Morning,Night,2,Business,330,20,No,0.9789056920645259,Yes,7749
Emirates,Domestic,Mumbai,London,1,2024-01-21,Tuesday,January,Morning,Evening,8,First Class,22,25,Yes,1.0612245924118011,Yes,126599
Air India,Domestic,Kolkata,Mumbai,0,2024-01-21,Tuesday,January,Late Night,Night,2,Economy,240,15,No,1.0113291928880825,Yes,10934
GoAir,International,Mumbai,Bangalore,1,2024-01-21,Tuesday,January,Afternoon,Morning,1,Business,31,15,No,0.9978130956907107,No,6608
Emirates,International,London,Mumbai,1,2024-01-21,Tuesday,January,Morning,Afternoon,9,First Class,21,15,Yes,0.8746432088265342,Yes,120609
Vistara,International,Mumbai,Dubai,2,2024-01-21,Tuesday,January,Morning,Late Night,4,First Class,328,25,No,1.172028025306567,No,33766
Lufthansa,International,Kolkata,Delhi,0,2024-01-21,Tuesday,January,Night,Early Morning,3,First Class,38,20,Yes,1.1126818774472318,No,15659
SpiceJet,Domestic,Delhi,Dubai,2,2024-01-21,Tuesday,January,Late Night,Night,3,First Class,142,15,Yes,0.8551783002179596,No,44619
Lufthansa,Domestic,Bangalore,Kolkata,0,2024-01-21,Tuesday,January,Night,Evening,2,Business,158,25,No,1.0355155798160565,Yes,19859
GoAir,International,Delhi,New York,0,2024-01-21,Tuesday,January,Night,Afternoon,15,Business,286,30,Yes,0.8945533051038693,No,159586
Vistara,Domestic,Hyderabad,Kolkata,0,2024-01-21,Tuesday,January,Morning,Late Night,3,Business,260,20,Yes,0.8285009189790448,No,11333
SpiceJet,International,Mumbai,Dubai,2,2024-01-21,Sunday,January,Afternoon,Late Night,3,First Class,255,25,Yes,0.9665859573428217,Yes,40466
Emirates,Domestic,Kolkata,Bangalore,2,2024-01-21,Sunday,January,Evening,Late Night,3,Business,159,15,Yes,0.8025605619204834,Yes,17255
Vistara,Domestic,Bangalore,Delhi,2,2024-01-21,Sunday,January,Morning,Morning,3,Business,8,20,Yes,1.074905964960998,Yes,18864
IndiGo,International,Bangalore,Mumbai,2,2024-01-21,Sunday,January,Early Morning,Evening,1,First Class,320,15,No,1.0917831504935105,Yes,14227
GoAir,International,Dubai,Mumbai,0,2024-01-21,Sunday,January,Evening,Afternoon,3,Business,216,15,No,0.9697143742648062,No,30727
Lufthansa,Domestic,London,Mumbai,0,2024-01-21,Sunday,January,Late Night,Early Morning,9,Business,205,15,Yes,1.1611027530882412,No,145671
GoAir,International,Delhi,Chennai,1,2024-01-21,Sunday,January,Evening,Afternoon,3,Business,126,15,Yes,0.9265458965906626,Yes,20698
IndiGo,Domestic,Mumbai,Hyderabad,0,2024-01-21,Tuesday,January,Late Night,Night,2,First Class,281,20,No,1.1994213108975549,Yes,17036
GoAir,International,Kolkata,Bangalore,1,2024-01-21,Sunday,January,Late Night,Morning,2,Economy,261,15,No,0.994855227268654,No,5542
GoAir,International,Bangalore,Kolkata,1,2024-01-21,Sunday,January,Night,Night,3,First Class,7,25,No,1.000054205802942,Yes,28263
Qatar Airways,Domestic,Hyderabad,Kolkata,2,2024-01-22,Monday,January,Morning,Early Morning,3,Business,136,20,No,0.9398268807227761,No,8289
Qatar Airways,International,Delhi,Mumbai,2,2024-01-22,Monday,January,Early Morning,Evening,2,First Class,96,25,Yes,1.0672375146237658,Yes,25908
Air India,Domestic,Bangalore,Dubai,2,2024-01-22,Monday,January,Late Night,Morning,4,Business,281,25,Yes,0.9538750815319996,No,34113
Lufthansa,International,New York,Delhi,2,2024-01-22,Monday,January,Evening,Early Morning,16,Economy,84,30,Yes,1.134303021553159,No,116044
Vistara,International,Hyderabad,Delhi,0,2024-01-22,Monday,January,Late Night,Late Night,3,First Class,282,30,No,1.1979916041971528,Yes,24491
Emirates,International,Delhi,Hyderabad,2,2024-01-22,Monday,January,Night,Early Morning,2,First Class,224,15,Yes,0.8268907426139152,Yes,16154
Air India,International,Kolkata,Hyderabad,0,2024-01-22,Monday,January,Morning,Early Morning,2,Business,6,20,No,1.1155118735889993,No,12723
Lufthansa,International,Chennai,Kolkata,0,2024-01-22,Monday,January,Evening,Night,2,First Class,23,30,No,1.0871139156140486,Yes,15387
Air India,Domestic,New York,Mumbai,1,2024-01-22,Monday,January,Early Morning,Night,16,Economy,30,15,Yes,0.9744607397622084,Yes,103136
Air India,Domestic,Bangalore,Delhi,2,2024-01-22,Monday,January,Evening,Night,3,Economy,330,15,Yes,0.9597781472188385,Yes,7936
Qatar Airways,Domestic,Chennai,Delhi,1,2024-01-22,Monday,January,Night,Evening,3,First Class,62,15,Yes,1.0713176489892722,Yes,19330
Vistara,International,Bangalore,Chennai,1,2024-01-22,Monday,January,Afternoon,Morning,0,Business,80,15,No,0.8908012889661275,Yes,7790
Air India,International,Mumbai,Kolkata,2,2024-01-22,Monday,January,Afternoon,Afternoon,2,Business,267,20,No,1.0837625743752999,No,15128
Vistara,Domestic,Hyderabad,Kolkata,1,2024-01-22,Wednesday,January,Late Night,Afternoon,3,Business,318,15,Yes,1.062420479459116,Yes,9817
IndiGo,Domestic,Hyderabad,Kolkata,0,2024-01-22,Wednesday,January,Evening,Late Night,2,Business,171,25,Yes,1.0661130438602606,Yes,8908
Vistara,Domestic,Mumbai,London,0,2024-01-22,Wednesday,January,Early Morning,Afternoon,8,Economy,192,15,Yes,0.837061459958367,Yes,90753
GoAir,International,Dubai,Mumbai,2,2024-01-22,Wednesday,January,Night,Early Morning,4,Economy,119,20,No,0.8472872553075972,No,12215
Vistara,Domestic,Hyderabad,Delhi,2,2024-01-22,Wednesday,January,Morning,Evening,2,Economy,230,15,No,0.8887697936971042,Yes,10391
Qatar Airways,International,Mumbai,Delhi,2,2024-01-22,Wednesday,January,Morning,Night,3,First Class,308,30,No,1.0501698883446675,Yes,14976
Vistara,Domestic,Dubai,Delhi,2,2024-01-22,Wednesday,January,Early Morning,Afternoon,4,First Class,330,15,No,1.1320573640282594,Yes,85766
Vistara,Domestic,Mumbai,Delhi,2,2024-01-22,Wednesday,January,Late Night,Morning,3,Business,23,20,No,1.0188646677527649,No,12539
SpiceJet,International,New York,Delhi,1,2024-01-22,Wednesday,January,Early Morning,Early Morning,16,Business,63,30,Yes,0.9655806538971587,No,185111
Qatar Airways,International,Hyderabad,Delhi,2,2024-01-22,Wednesday,January,Early Morning,Morning,2,Economy,132,25,No,1.054033469241166,No,7275
SpiceJet,Domestic,Mumbai,London,0,2024-01-22,Wednesday,January,Morning,Evening,8,Business,296,30,Yes,0.9065546316709261,Yes,120166
Emirates,Domestic,Mumbai,Hyderabad,1,2024-01-22,Wednesday,January,Night,Late Night,2,Business,295,15,No,0.9119437999516489,Yes,12865
